지역,제목,대상
도봉구,[1기-추가모집] POP&캘리그라피 (수) ☞ 1/25 10:00부터 접수시작,성인
도봉구,[1기-추가모집] 엑셀활용 ☞ 1/25 10:00부터 접수시작,성인
도봉구,[1기-추가모집] 잉글리쉬 카페 (원어민 영어) 수요반 ☞ 기존 수강생만 추가접수 가능,성인
도봉구,[1기-추가모집] 잉글리쉬 카페 (원어민 영어) 월요반 ☞ 기존 수강생만 추가접수 가능,성인
도봉구,[1기-추가모집] 중국어회화 목금 ☞ 1/25 10:00부터 접수시작,성인
도봉구,[1기-추가모집] 영어회화 수목 ☞ 1/25 10:00부터 접수시작,성인
도봉구,[1기-추가모집] 영어회화 월목 ☞ 1/25 10:00부터 접수시작,성인
도봉구,[1기-추가모집] 영어회화 월수 ☞ 1/25 10:00부터 접수시작,성인
도봉구,[2기] 책놀이 (7세),어린이
도봉구,[2기] 그림책상상 그림책 여행 (초등4~6학년),어린이
도봉구,[2기] 교양한문 시경,성인
도봉구,[2기] 교양한문 논어,성인
도봉구,"[2기] 스마트폰 사진,",성인
도봉구,[2기] 날숨 캘리그라피 (이미지반),성인
도봉구,[2기] 들숨 캘리그라피 (일상반),성인
도봉구,[2기] 인터넷 활용,성인
도봉구,[2기] 쉽게 배우는 한글,성인
도봉구,[2기] 쉽게 배우는 엑셀,성인
도봉구,[2기] 포토샵 중급,성인
도봉구,[2기] 컴퓨터 입문,성인
도봉구,[2기] 잉글리쉬 카페 수요반 (원어민영어),성인
도봉구,[2기] 잉글리쉬 카페 월요반 (원어민영어),성인
도봉구,[2기] 중국어 회화,성인
도봉구,[2기] 일본어회화 초급,성인
도봉구,[2기] 영어회화 수목,성인
도봉구,[2기] 영어회화 월목,성인
도봉구,[2기] 영어회화 월수,성인
도봉구,"[2기-추가모집] 스마트폰 사진,",성인
도봉구,[2기-추가모집] 인터넷 활용,성인
도봉구,[2기-추가모집] 쉽게 배우는 한글,성인
도봉구,[2기-추가모집] 포토샵 중급,성인
도봉구,[2기-추가모집] 컴퓨터 입문,성인
도봉구,[2기-추가모집] 잉글리쉬 카페 월요반 (원어민영어),성인
도봉구,[2기-추가모집] 중국어 회화,성인
도봉구,[2기-추가모집] 영어회화 월목,성인
도봉구,[3기] 책놀이 (7세),어린이
도봉구,[3기] 그림책 상상 그림책 여행 (초등4~6학년),어린이
도봉구,[3기] 교양한문 시경,성인
도봉구,[3기] 교양한문 논어,성인
도봉구,[3기] 날숨 캘리그라피 (금),성인
도봉구,[3기] 들숨 캘리그라피 (수),성인
도봉구,"[3기] (PC와 스마트폰을 활용한) 사진,영상 제작 기초반 /★대면강의★",성인
도봉구,[3기] 쉽게 배우는 엑셀 / ★대면강의★,성인
도봉구,[3기] 쉽게 배우는 한글 / ★대면강의★,성인
도봉구,[3기] 포토샵 초급 / ★대면강의★,성인
도봉구,[3기] 컴퓨터 입문 / ★대면강의★,성인
도봉구,[3기] 잉글리쉬 카페 (수) - 원어민회화 (신규 접수시 6/23사전 인터뷰),성인
도봉구,[3기] 잉글리쉬 카페 (월) - 원어민회화 (신규 접수시 6/23사전 인터뷰),성인
도봉구,[3기] 중국어회화,성인
도봉구,[3기] 일본어회화 초급,성인
도봉구,[3기] 영어회화 수·목,성인
도봉구,[3기] 영어회화 월·목,성인
도봉구,[3기] 영어회화 월·수,성인
도봉구,[3기] 책놀이 (7세),어린이
도봉구,[3기] 그림책 상상 그림책 여행 (초등4~6학년),어린이
도봉구,[3기] 교양한문 시경,성인
도봉구,[3기] 교양한문 논어,성인
도봉구,[3기] 날숨 캘리그라피 (금),성인
도봉구,[3기] 쉽게 배우는 한글 / ★대면강의★,성인
도봉구,[3기] 포토샵 초급 / ★대면강의★,성인
도봉구,[3기] 컴퓨터 입문 / ★대면강의★,성인
도봉구,[3기] 잉글리쉬 카페 (월) - 원어민회화 (신규 접수시 6/23사전 인터뷰),성인
도봉구,[3기] 중국어회화,성인
도봉구,[3기] 일본어회화 초급,성인
도봉구,[3기] 영어회화 월·목,성인
도봉구,[4기] 책놀이 (7세),어린이
도봉구,[4기] 그림책 상상 그림책 여행 (4-6학년),어린이
도봉구,[4기] 교양한문 시경,성인
도봉구,[4기] 교양한문 논어,성인
도봉구,[4기] 날숨 캘리그라피 (금),성인
도봉구,[4기] 들숨 캘리그라피 (수),성인
도봉구,[4기] 인터넷&스마트폰 정복하기,성인
도봉구,[4기] 쉽게 배우는 한글,성인
도봉구,[4기] 쉽게 배우는 엑셀,성인
도봉구,[4기] 포토샵 중급,성인
도봉구,[4기] 컴퓨터 입문,성인
도봉구,[4기] 잉글리쉬 카페 (수) - 원어민회화 (신규접수시 9/17 사전 인터뷰),성인
도봉구,[4기] 잉글리쉬 카페 (월) - 원어민회화 (신규접수시 9/17 사전 인터뷰),성인
도봉구,[4기] 중국어회화,성인
도봉구,[4기] 일본어회화 초급,성인
도봉구,[4기] 영어회화 수목,성인
도봉구,[4기] 영어회화 월목,성인
도봉구,[4기] 영어회화 월수,성인
도봉구,[4기] 책놀이 (7세),어린이
도봉구,[4기] 그림책 상상 그림책 여행 (4-6학년),어린이
도봉구,[4기] 교양한문 시경,성인
도봉구,[4기] 교양한문 논어,성인
도봉구,[4기] 날숨 캘리그라피 (금),성인
도봉구,[4기] 들숨 캘리그라피 (수),성인
도봉구,[4기] 쉽게 배우는 한글,성인
도봉구,[4기] 쉽게 배우는 엑셀,성인
도봉구,[4기] 포토샵 중급,성인
도봉구,[4기] 컴퓨터 입문,성인
도봉구,[4기] 잉글리쉬 카페 (수) - 원어민회화 (신규접수시 9/17 사전 인터뷰),성인
도봉구,[4기] 잉글리쉬 카페 (월) - 원어민회화 (신규접수시 9/17 사전 인터뷰),성인
도봉구,[4기] 중국어회화,성인
도봉구,[4기] 일본어회화 초급,성인
도봉구,[4기] 영어회화 수목,성인
도봉구,2021년 1기 한국사B(3~4학년)-줌(zoom)화상강의,어린이
도봉구,2021년 1기 한국사A(3~4학년)-줌(zoom)화상강의,어린이
도봉구,2021년 1기 한자교실(3~6학년)-줌(zoom)화상강의-,어린이
도봉구,2021년 1기 마음쑥쑥 그림책영어(1~3학년)-줌(ZOOM) 화상강의-,어린이
도봉구,2021년 1기 두근두근 처음영어(7~8세) -줌(ZOOM) 화상강의-,어린이
도봉구,2021년 1기 우뇌발달에 좋은 클레이아트(7~9세)-온라인 동영상 강의-,어린이
도봉구,2021년 1기 꿈과자신감을 키워주는 동화놀이(7세)-줌(ZOOM)화상강의-,어린이
도봉구,2021년 1기 꿈과자신감을 키워주는 동화놀이(6세)-줌(ZOOM)화상강의-,어린이
도봉구,2021년 행복한영어 1분기 - 줌 화상강의(총8회차시)-,어린이
도봉구,2021년 2기 꿈과자신감을 키워주는 동화놀이(6세)-줌(ZOOM)화상강의-,어린이
도봉구,2021년 2기 꿈과자신감을 키워주는 동화놀이(7세)-줌(ZOOM)화상강의-,어린이
도봉구,2021년 2기 우뇌발달에 좋은 클레이아트(7~9세)-온라인 동영상 강의-,어린이
도봉구,2021년 2기 두근두근 처음영어(7~8세) -줌(ZOOM) 화상강의-,어린이
도봉구,2021년 2기 마음쑥쑥 그림책영어(1~3학년)-줌(ZOOM) 화상강의-,어린이
도봉구,2021년 2기 한자교실(3~6학년)-줌(zoom)화상강의-,어린이
도봉구,2021년 2기 한국사A(3~4학년)-줌(zoom)화상강의,어린이
도봉구,2021년 2기 한국사B(3~4학년)-줌(zoom)화상강의,어린이
도봉구,2021년 행복한영어 2분기 - 줌(zoom) 화상강의-,어린이
도봉구,2021년 3기 한국사B(3~4학년) - 줌(zoom)화상강의,어린이
도봉구,2021년 3기 한국사A(3~4학년) - 줌(zoom)화상강의,어린이
도봉구,2021년 3기 한자교실(3~6학년)-줌(zoom)화상강의-,어린이
도봉구,2021년 3기 마음쑥쑥 그림책영어(9~10세) - 줌(ZOOM) 화상강의-,어린이
도봉구,2021년 3기 두근두근 처음영어(7~8세) -줌(ZOOM) 화상강의-,어린이
도봉구,2021년 3기 우뇌발달에 좋은 클레이아트(7~9세)-온라인 동영상 강의-,어린이
도봉구,2021년 행복한영어 3분기 - 줌(zoom) 화상강의-,어린이
도봉구,2021년 3기 한자교실(3~6학년)-줌(zoom)화상강의-,어린이
도봉구,2021년 3기 마음쑥쑥 그림책영어<나라반>(8~10세) - 줌(ZOOM) 화상강의-,어린이
도봉구,2021년 4기 한국사B(3~4학년) - 줌(zoom)화상강의,어린이
도봉구,2021년 4기 한국사A(3~4학년) - 줌(zoom)화상강의,어린이
도봉구,2021년 4기 한자교실(3~6학년)-줌(zoom)화상강의-,어린이
도봉구,2021년 4기 마음쑥쑥 그림책영어<나라반>(8~10세) - 줌(ZOOM) 화상강의-,어린이
도봉구,2021년 4기 마음쑥쑥 그림책영어)<아이반>(9~10세 - 줌(ZOOM) 화상강의-,어린이
도봉구,2021년 4기 두근두근 처음영어(7~8세) -줌(ZOOM) 화상강의-,어린이
도봉구,2021년 4기 우뇌발달에 좋은 클레이아트(7~9세)-온라인 동영상 강의-,어린이
도봉구,2021년 행복한영어 4분기 - 줌(zoom) 화상강의-,어린이
도봉구,2021년 4기 한자교실(3~6학년)-줌(zoom)화상강의-,어린이
도봉구,2021년 4기 우뇌발달에 좋은 클레이아트(7~9세)-온라인 동영상 강의-,어린이
도봉구,2021년 행복한영어 4분기 - 줌(zoom) 화상강의-,어린이
강남구,도서관에 가면 장(醬)서도 있고 장(醬)꽃도 있고_우리집 밥상을 소재로 한 글쓰기 공모전,성인
강남구,(2021년 어린이인문학 그림책 축제)김인호 작가와의 만남,어린이
강남구,그림책 놀이터 '나미 콩쿠르 수상작 속으로',어린이
강남구,(크리스마스 기념)도서관에 온 산타,어린이
강남구,세시풍속 동지맞이,성인
강남구,장꽃 피는 도서관 장독대(1팀),성인
강남구,(책읽는마을) 경제 읽어주는 남자 김광석과의 만남 : 2022년 경제전망,성인
강남구,장꽃 피는 도서관 장독대(2팀),성인
강남구,즐거운 한옥 신나는 전통놀이 1,성인
강남구,즐거운 한옥 신나는 전통놀이 2,성인
강남구,달보드레 화롯불 동화,어린이
강남구,마음따뜻 화롯불 동화,어린이
강남구,(책읽는마을) 낭독으로 책을 잇다,성인
강남구,(12월 문화가 있는 날) 두배로 데이,전연령
강남구,제17회 강남구 온라인 동화구연대회,어린이
강남구,나만의 스토리로 작가 되기,성인
강남구,나의 이야기가 책이 되는 순간 '나만의 전자책 만들기',어린이
강남구,(2021 생활문화시설 활성화 지원) 도서관에 가면 장(醬)서도 있고 장(醬)꽃도 있고,어린이
강남구,(초등)생활 속 탐구 과학,어린이
강남구,아스트리드 린드그렌상 수상작 속으로,어린이
강남구,(광복절 기념)광복의 별이 된 윤동주 시 낭독,성인
강남구,(8월 문화가 있는 날) 두배로 데이,전연령
강남구,"(2021년 미디어 교육 평생교실)가짜 말고 진짜, 똑똑한 미디어 읽기",어린이
강남구,(재활용품을 활용한 가족 숲 놀이)놀이를 부탁해,성인
강남구,(세시풍속)가족과 함께 달달한 한가위,성인
강남구,(5대 국경일)한글날 기념 작가특강 차별의 언어 인권의 언어,어린이
강남구,(셀프리학습제)깨달음의 지혜를 주는 고전 동몽선습,성인
강남구,어린이 예절 문화 전통 다도(7세),어린이
강남구,어린이 예절 문화 전통 다도(초등1~2학년),어린이
강남구,그림책 놀이터 '황금 도깨비상 수상작 속으로',어린이
강남구,(초등 자기계발 인문학)성우와 친해지기,어린이
강남구,(초등 자기계발 인문학)조동섭 박사의 인공지능과 미래 사회,어린이
강남구,(초등 자기계발 인문학)남지은 작가의 웹툰 세계,어린이
강남구,(10월 문화가 있는 날) 두배로 데이,전연령
강남구,(한 도서관 한 책 읽기)멋진 하루 어린이극 공연(초등학교 연계),전연령
강남구,(한 도서관 한 책 읽기)멋진 하루 어린이극 공연 (초등 3~6학년),전연령
강남구,색동어머니회와 함께하는 서울시 이야기,성인
강남구,"(초등 자기계발 인문학)최순호 경정 특강 국민 곁의 경찰, 어린이 곁의 경찰",어린이
강남구,(마을인문학 마을 사람 마을 이야기)박윤선 지익환이 들려주는 가을 음악회,전연령
강남구,(마을인문학 마을 사람 마을 이야기)내가 만드는 천연 염색 스카프,성인
강남구,(2021년 어린이인문학 그림책 축제) 조슬기 작가와의 만남,어린이
강남구,(개관 4주년 기념 행사)우리 가족 건강 바른 먹거리,성인
강남구,(개관 4주년 기념 행사)아이쿠와 함께 복화술 공연,어린이
